Country,Year,State,Type of Region,Month,Peak demand MW,Peak demand met MW,Peak Demand Not Met MW,Peak demand not met %
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jun-20,844.1785,844,0.18,0.00%
India,FY-2020,Tripura,North East Region,Jun-20,287,287,0,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Jun-20,22109.5,22109.5,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Jun-20,1942,1942,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Jun-20,8088.679064,8072.7032,15.98,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,May-20,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,May-20,10102.111,10101,1.11,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,May-20,108,108,0,0.00%
India,FY-2020,Assam,North East Region,May-20,1925.747,1663,262.75,14.00%
India,FY-2020,Bihar,Eastern Region,May-20,5334.629064,5332.296185,2.33,0.00%
India,FY-2020,ChAndigarh,Northern Region,May-20,297,297,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,May-20,3736,3736,0,0.00%
India,FY-2020,Delhi,Northern Region,May-20,5464,5464,0,0.00%
India,FY-2020,Goa,Western Region,May-20,512.7174767,512,0.72,0.00%
India,FY-2020,Gujarat,Western Region,May-20,15588.9046,15578,10.9,0.00%
India,FY-2020,Haryana,Northern Region,May-20,8011,8011,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,May-20,1312,1312,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,May-20,1396.609009,1396.242495,0.37,0.00%
India,FY-2020,Karnataka,Southern Region,May-20,11026.61833,10999,27.62,0.00%
India,FY-2020,Kerala,Southern Region,May-20,3820.7624,3700.5464,120.22,3.00%
India,FY-2020,Lakshadweep,Southern Region,May-20,10.62,10.62,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,May-20,10173,10173,0,0.00%
India,FY-2020,Maharashtra,Western Region,May-20,21500.56025,21463,37.56,0.00%
India,FY-2020,Manipur,North East Region,May-20,208.34,189,19.34,9.00%
India,FY-2020,Meghalaya,North East Region,May-20,322,322,0,0.00%
India,FY-2020,Mizoram,North East Region,May-20,106,106,0,0.00%
India,FY-2020,NagalAnd,North East Region,May-20,135.7,133,2.7,2.00%
India,FY-2020,Odisha,Eastern Region,May-20,4023.747148,4023.747148,0,0.00%
India,FY-2020,Puducherry,Southern Region,May-20,422.031708,422.031708,0,0.00%
India,FY-2020,Punjab,Northern Region,May-20,8201,8201,0,0.00%
India,FY-2020,Rajasthan,Northern Region,May-20,12050,12050,0,0.00%
India,FY-2020,Sikkim,Eastern Region,May-20,87.720083,87.720083,0,0.00%
India,FY-2020,Tamil Nadu,Southern Region,May-20,14062.4915,14020.6115,41.88,0.00%
India,FY-2020,Telangana,Southern Region,May-20,9133.706,9114,19.71,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,May-20,640.63,640,0.63,0.00%
India,FY-2020,Tripura,North East Region,May-20,284,284,0,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,May-20,21330.86,21330.86,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,May-20,1797,1797,0,0.00%
India,FY-2020,West Bengal,Eastern Region,May-20,7562.451754,7553.147804,9.3,0.00%
India,FY-2020,Andhra Pradesh,Southern Region,Apr-20,8597.828,8595,2.83,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Apr-20,76.602,74,2.6,3.00%
India,FY-2020,Assam,North East Region,Apr-20,1633.77,1419,214.77,13.00%
India,FY-2020,Bihar,Eastern Region,Apr-20,4725.326035,4724.912605,0.41,0.00%
India,FY-2020,ChAndigarh,Northern Region,Apr-20,154,154,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Apr-20,3473,3473,0,0.00%
India,FY-2020,Delhi,Northern Region,Apr-20,3362,3362,0,0.00%
India,FY-2020,Goa,Western Region,Apr-20,479.50295,479,0.5,0.00%
India,FY-2020,Gujarat,Western Region,Apr-20,13508,13508,0,0.00%
India,FY-2020,Haryana,Northern Region,Apr-20,6422,6422,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Apr-20,900,900,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Apr-20,1291.867844,1291.077059,0.79,0.00%
India,FY-2020,Karnataka,Southern Region,Apr-20,11516,11516,0,0.00%
India,FY-2020,Kerala,Southern Region,Apr-20,3915.2498,3775.1528,140.1,4.00%
India,FY-2020,Lakshadweep,Southern Region,Apr-20,10.165,10.165,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Apr-20,9148.596391,9139,9.6,0.00%
India,FY-2020,Maharashtra,Western Region,Apr-20,18694.60875,18675,19.61,0.00%
India,FY-2020,Manipur,North East Region,Apr-20,215.622,188,27.62,13.00%
India,FY-2020,Meghalaya,North East Region,Apr-20,261,261,0,0.00%
India,FY-2020,Mizoram,North East Region,Apr-20,102,102,0,0.00%
India,FY-2020,NagalAnd,North East Region,Apr-20,142.228,130,12.23,9.00%
India,FY-2020,Odisha,Eastern Region,Apr-20,3636.47016,3636.151996,0.32,0.00%
India,FY-2020,Puducherry,Southern Region,Apr-20,302.0985443,301.991211,0.11,0.00%
India,FY-2020,Punjab,Northern Region,Apr-20,5113,5113,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Apr-20,9304,9304,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Apr-20,93.974573,93.974573,0,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Apr-20,11435.10353,11397.9342,37.17,0.00%
India,FY-2020,Telangana,Southern Region,Apr-20,10014,10014,0,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Apr-20,421,421,0,0.00%
India,FY-2020,Tripura,North East Region,Apr-20,259.078,259,0.08,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Apr-20,16889,16889,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Apr-20,1233,1233,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Apr-20,7114.931498,7108.711376,6.22,0.00%
India,FY-2019,Andaman And Nicobar IslAnds,Eastern Region,Mar-20,58,54,4,7.00%
India,FY-2019,Andhra Pradesh,Southern Region,Mar-20,10224.64416,10207,17.64,0.00%
India,FY-2019,Arunachal Pradesh,North East Region,Mar-20,153.823,128,25.82,17.00%
India,FY-2019,Assam,North East Region,Mar-20,1676.98,1430,246.98,15.00%
India,FY-2019,Bihar,Eastern Region,Mar-20,4145.950685,4145.950685,0,0.00%
India,FY-2019,ChAndigarh,Northern Region,Mar-20,218,218,0,0.00%
India,FY-2019,Chhattisgarh,Western Region,Mar-20,3989,3989,0,0.00%
India,FY-2019,Delhi,Northern Region,Mar-20,3775,3775,0,0.00%
India,FY-2019,Goa,Western Region,Mar-20,610.27945,609.64,0.64,0.00%
India,FY-2019,Gujarat,Western Region,Mar-20,16816,16816,0,0.00%
India,FY-2019,Haryana,Northern Region,Mar-20,6338,6338,0,0.00%
India,FY-2019,Himachal Pradesh,Northern Region,Mar-20,1656,1656,0,0.00%
India,FY-2019,JharkhAnd,Eastern Region,Mar-20,1273.529941,1273.529941,0,0.00%
India,FY-2019,Karnataka,Southern Region,Mar-20,13271.50841,13258,13.51,0.00%
India,FY-2019,Kerala,Southern Region,Mar-20,4178.26039,4170.71,7.55,0.00%
India,FY-2019,Lakshadweep,Southern Region,Mar-20,8,8,0,0.00%
India,FY-2019,Madhya Pradesh,Western Region,Mar-20,12144,12144,0,0.00%
India,FY-2019,Maharashtra,Western Region,Mar-20,24012,24012,0,0.00%
India,FY-2019,Manipur,North East Region,Mar-20,210.48,200,10.48,5.00%
India,FY-2019,Meghalaya,North East Region,Mar-20,343.103,343,0.1,0.00%
India,FY-2019,Mizoram,North East Region,Mar-20,111,111,0,0.00%
India,FY-2019,NagalAnd,North East Region,Mar-20,156.915,142,14.92,10.00%
India,FY-2019,Odisha,Eastern Region,Mar-20,3829.665319,3823.977153,5.69,0.00%
India,FY-2019,Puducherry,Southern Region,Mar-20,410.8907398,410.795105,0.1,0.00%
India,FY-2019,Punjab,Northern Region,Mar-20,5758,5758,0,0.00%
India,FY-2019,Rajasthan,Northern Region,Mar-20,13599,13599,0,0.00%
India,FY-2019,Sikkim,Eastern Region,Mar-20,108.5226944,108.200797,0.32,0.00%
India,FY-2019,Tamil Nadu,Southern Region,Mar-20,15346.79,15346.79,0,0.00%
India,FY-2019,Telangana,Southern Region,Mar-20,12941,12941,0,0.00%
India,FY-2019,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Mar-20,1166.6482,1166,0.65,0.00%
India,FY-2019,Tripura,North East Region,Mar-20,253.586,252,1.59,1.00%
India,FY-2019,Uttar Pradesh,Northern Region,Mar-20,14592.17,14592.17,0,0.00%
India,FY-2019,UttarakhAnd,Northern Region,Mar-20,1892,1892,0,0.00%
India,FY-2019,West Bengal,Eastern Region,Mar-20,7148.663103,7148.663103,0,0.00%
India,FY-2019,Andaman And Nicobar IslAnds,Eastern Region,Feb-20,58,54,4,7.00%
India,FY-2019,Andhra Pradesh,Southern Region,Feb-20,9966.280739,9954,12.28,0.00%
India,FY-2019,Arunachal Pradesh,North East Region,Feb-20,157.987,130.42,27.57,17.00%
India,FY-2019,Assam,North East Region,Feb-20,1603.186,1370.14,233.05,15.00%
India,FY-2019,Bihar,Eastern Region,Feb-20,4280.163103,4280.163103,0,0.00%
India,FY-2019,ChAndigarh,Northern Region,Feb-20,297,297,0,0.00%
India,FY-2019,Chhattisgarh,Western Region,Feb-20,4033.0455,4026,7.05,0.00%
India,FY-2019,Delhi,Northern Region,Feb-20,4447,4447,0,0.00%
India,FY-2019,Goa,Western Region,Feb-20,609,609,0,0.00%
India,FY-2019,Gujarat,Western Region,Feb-20,16538,16538,0,0.00%
India,FY-2019,Haryana,Northern Region,Feb-20,7520,7520,0,0.00%
India,FY-2019,Himachal Pradesh,Northern Region,Feb-20,1742,1742,0,0.00%
India,FY-2019,JharkhAnd,Eastern Region,Feb-20,1331.026353,1331.026353,0,0.00%
India,FY-2019,Karnataka,Southern Region,Feb-20,13031.45318,13001,30.45,0.00%
India,FY-2019,Kerala,Southern Region,Feb-20,4042.564043,3953.5228,89.04,2.00%
India,FY-2019,Lakshadweep,Southern Region,Feb-20,8,8,0,0.00%
India,FY-2019,Madhya Pradesh,Western Region,Feb-20,14886.1955,14855,31.2,0.00%
India,FY-2019,Maharashtra,Western Region,Feb-20,24550,24550,0,0.00%
India,FY-2019,Manipur,North East Region,Feb-20,226.245,216.44,9.81,4.00%
India,FY-2019,Meghalaya,North East Region,Feb-20,369.899,369.899,0,0.00%
India,FY-2019,Mizoram,North East Region,Feb-20,132.679,132.48,0.2,0.00%
India,FY-2019,NagalAnd,North East Region,Feb-20,164.37,150,14.37,9.00%
India,FY-2019,Odisha,Eastern Region,Feb-20,4018.154951,4017.451897,0.7,0.00%
India,FY-2019,Puducherry,Southern Region,Feb-20,401.6374416,401.412811,0.22,0.00%
India,FY-2019,Punjab,Northern Region,Feb-20,7078,7078,0,0.00%
India,FY-2019,Rajasthan,Northern Region,Feb-20,14277,14277,0,0.00%
India,FY-2019,Sikkim,Eastern Region,Feb-20,114.390186,114.390186,0,0.00%
India,FY-2019,Tamil Nadu,Southern Region,Feb-20,14767.76908,14754.5867,13.18,0.00%
India,FY-2019,Telangana,Southern Region,Feb-20,13168,13168,0,0.00%
India,FY-2019,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Feb-20,1160.60375,1160,0.6,0.00%
India,FY-2019,Tripura,North East Region,Feb-20,222.3,222.3,0,0.00%
India,FY-2019,Uttar Pradesh,Northern Region,Feb-20,16777,16627,150,1.00%
India,FY-2019,UttarakhAnd,Northern Region,Feb-20,2233,2233,0,0.00%
India,FY-2019,West Bengal,Eastern Region,Feb-20,6484.107102,6482.405471,1.7,0.00%
India,FY-2019,Andaman And Nicobar IslAnds,Eastern Region,Jan-20,58,54,4,7.00%
India,FY-2019,Andhra Pradesh,Southern Region,Jan-20,9607.706775,9605,2.71,0.00%
India,FY-2019,Arunachal Pradesh,North East Region,Jan-20,124.683,117.24,7.44,6.00%
India,FY-2019,Assam,North East Region,Jan-20,1581.858,1366.46,215.4,14.00%
India,FY-2019,Bihar,Eastern Region,Jan-20,4571.38236,4571.38236,0,0.00%
India,FY-2019,ChAndigarh,Northern Region,Jan-20,265,265,0,0.00%
India,FY-2019,Chhattisgarh,Western Region,Jan-20,3828.6782,3826,2.68,0.00%
India,FY-2019,Delhi,Northern Region,Jan-20,5226,5226,0,0.00%
India,FY-2019,Goa,Western Region,Jan-20,602.8531652,602.2208333,0.63,0.00%
India,FY-2019,Gujarat,Western Region,Jan-20,16189,16189,0,0.00%
India,FY-2019,Haryana,Northern Region,Jan-20,7016,7016,0,0.00%
India,FY-2019,Himachal Pradesh,Northern Region,Jan-20,1786,1786,0,0.00%
India,FY-2019,JharkhAnd,Eastern Region,Jan-20,1372.693576,1372.693576,0,0.00%
India,FY-2019,Karnataka,Southern Region,Jan-20,13169,13169,0,0.00%
India,FY-2019,Kerala,Southern Region,Jan-20,3873.403324,3784.5219,88.88,2.00%
India,FY-2019,Lakshadweep,Southern Region,Jan-20,8,8,0,0.00%
India,FY-2019,Madhya Pradesh,Western Region,Jan-20,14729,14729,0,0.00%
India,FY-2019,Maharashtra,Western Region,Jan-20,22975,22975,0,0.00%
India,FY-2019,Manipur,North East Region,Jan-20,220.317,218.21,2.11,1.00%
India,FY-2019,Meghalaya,North East Region,Jan-20,371.49,371.49,0,0.00%
India,FY-2019,Mizoram,North East Region,Jan-20,126.92,126.92,0,0.00%
India,FY-2019,NagalAnd,North East Region,Jan-20,181.31,158.5,22.81,13.00%
India,FY-2019,Odisha,Eastern Region,Jan-20,3614.934439,3603.897503,11.04,0.00%
India,FY-2019,Puducherry,Southern Region,Jan-20,378.2508199,378.084015,0.17,0.00%
India,FY-2019,Punjab,Northern Region,Jan-20,6327,6327,0,0.00%
India,FY-2019,Rajasthan,Northern Region,Jan-20,14017,14017,0,0.00%
India,FY-2019,Sikkim,Eastern Region,Jan-20,114.6802777,114.630127,0.05,0.00%
India,FY-2019,Tamil Nadu,Southern Region,Jan-20,14370.5212,14336.1248,34.4,0.00%
India,FY-2019,Telangana,Southern Region,Jan-20,11378.05242,11359,19.05,0.00%
India,FY-2019,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jan-20,1163,1163,0,0.00%
India,FY-2019,Tripura,North East Region,Jan-20,229,229,0,0.00%
India,FY-2019,Uttar Pradesh,Northern Region,Jan-20,16987,16987,0,0.00%
India,FY-2019,UttarakhAnd,Northern Region,Jan-20,2208,2208,0,0.00%
India,FY-2019,West Bengal,Eastern Region,Jan-20,6331.050363,6316.12851,14.92,0.00%
